start	end	text
416240	418820	Eudea profondalis.
422580	424240	I think this one...
424240	432120	I looked it up when I made that display for Moth Night, but I don't remember what it feeds on.
432120	449800	I think this is one that more commonly flies during the day than at night, because, you know, kicking around the yard, I can often kick one up.
449800	459820	So, there could be circumstances under which you get more at night than you do in other rooms.
460480	463340	It looks like it's declining in Davis and Cold Canyon.
463600	464700	Do you think that could be correct?
464920	465860	Showing decline.
466860	468620	Eudea profondalis.
468620	475520	Now, there are similar-looking profondalis, and I got this name from Powell.
476140	482620	And when I did look on the paper on Eudea, this seemed to be the correct name for it.
483240	491580	But there's a possibility that we have similar species around here which would have been erroneously recorded as profondalis.
491580	507860	I'm not about making mistakes, and the people who say they never make mistakes are fooling themselves, or they're Donald Trump.
511880	512680	Last one?
512940	513740	That's the last one.
514240	516520	Zeno Leckia, Querciphaia.
516520	518200	Actually, I can't play that thing with my hearing.
518200	521140	Fuson Oaks, as the name implies.
521580	532960	It flies late in the year, and Opler had a name for another species, and I thought I knew how to tell them apart.
533060	542840	Opler did that Oaks' Island paper, you know, which is semi-famous, I guess, among, well-known to ecologists, anyway.
543760	546400	But I don't think the species was ever described.
546400	552080	It may have been Staspha, I think, as the other species.
552740	561420	And I thought I knew how to record them, but now I'm recording everything as Querciphaia or other species, because I'm not certain that.
561420	564680	You know, that's the danger.
564800	575460	When you think you know that this is a diagnostic character, once you start sorting them out, using that as a character.
575460	581380	I learned that lesson, you know, when I took systematic entomology at Berkeley.
581820	584760	I got a box of bees, and then I started sorting them out.
585040	594380	I sorted out these because they had more antenatal segments than these, but males have more antenatal segments than females.
594380	598140	So, it was a rookie mistake.
599160	600580	I bet you never made that mistake again.
601340	606400	Well, I learned that that was a sex-linked character.
606400	622260	There are many secondary sex-linked characters on Lepidopter that make it easy to identify one sex, but can't tell the other sex.
624480	625920	Wow, we're done.
625920	627040	Okay, we got through Davis.
627040	628000	That's crazy.
629060	629740	Congratulations.
629740	642440	Before you came, I was talking to Grace about how I got to the names that I'm using.
643300	648060	But the final thing that I have to say is it's an iterative process.
648480	651840	I revisit things over and over and over again.
652760	656360	And sometimes it takes me years to get a name.
656360	660060	And I thought, you know, like I told you about that Ectomyelois serotoninae.
660080	661200	What was the person talking about?
661200	662200	It was just a picture.
662280	668960	I finally got the name because I saw a paper on that genus in China.
669220	671040	And I said, well, that looks like my moth.
671300	672940	And, you know, it turned out it was in the U.S.
672940	677080	And there was another one that was similar.
677080	686780	It was a moth that Art had discovered the larva and reared some out.
686940	688420	And nobody could identify it.
688760	691780	Greg had a specimen from his yard, and I caught it.
692140	696040	Turned out we got quite a few for a while, but nobody was able to get a name on it.
696300	698540	We speculated on the genus and so forth.
698720	700420	But it didn't quite fit.
700420	710100	And then there was a paper in the newsletter about this European moth had been collected in Idaho and Montana, I think, maybe Wyoming.
711100	712380	And it was our moth.
712840	717360	And it fed on prickly lettuce, which was what Art found the larvae on.
717620	719720	You know, I wrote the author.
719880	720800	I said, this is California.
720980	726740	He said, well, since I wrote that, now it's known to be throughout the Northwest and California.
727740	728920	Wow, spreads fast.
728920	739760	You just, you have to be able to implant the image of what something looks like in your head and put the pieces together.
741220	748980	Well, I think the fact that you need to go back and ID things and update things and how intricate it is is why other people don't do this.
750140	754440	Well, they don't do it because most of the specimens go to a museum or something.
754440	762200	You know, you have to have a manageable number of specimens to revisit and a manageable number of species.
762900	772060	So, to me, the biggest waste of time is to go to New Guinea or something and collect, you know, a thousand different species of moths.
772160	776280	That'll never be, you know, only the big flashy ones will ever be identified.
776280	783480	Unless a specialist visits your collection and picks out things that are of interest.
783480	783880	Thanks, guys.
783920	784260	Thanks, guys.
784320	785360	Thanks.
785400	787660	Thanks.
789860	796420	Yeah.
