start	end	text
768560	774080	widespread species but studies studies in europe shows that there's both a
775280	782000	non-migratory and migratory populations of it and the migratory ones show up in the fall
782560	790160	and indeed i do get a lot of them in the fall but whether that's due to the native population
790160	794880	building up in numbers or migration ones coming in it's got a common name
796640	806960	yellow striped army worm or i think it's an army worm yeah and it's can be confused with lucania
806960	811840	okay and also moss in the genus alicia but
816320	822160	i'm fairly certain that most if not all have been correctly identified
826800	831600	and also the same for what i've been calling lucania which could be more than one species
831600	837360	and maybe a different one noctua pro nuvo is a recent
837360	846080	um invader invasive species and greg got one in his yard was the first one in davis a year before
846640	852560	i got it in my yard and it seemed to be increasing in abundance and now reaching more
852560	860800	more consistent numbers and it's prolificus um was introduced from europe and was making
861600	867360	almost predictable progress from the east coast where it first showed up across the u.s and then
867360	879200	suddenly jumped into california around 2000 2002 or so so it's a an invasive species that we detected
879200	880400	during this survey
883280	884880	nomophila neartica
887360	894880	was in pretty good numbers at the beginning of my survey then dropped off and then showed up again
894880	898480	from time from time to time feeds on low growing plants so it may be
901280	902720	maybe one that
905120	913680	abundance is related to rainfall so you know that's something you might look for if there's a correlation
913680	913840	there
917360	922080	and it does have a light long flight season
925120	930080	i think this year was a reasonably you know slightly more than average but
931600	937360	it's hard to know you know unless you index it for the frequency of collecting which i think your
937360	945040	program does yeah yeah these are just raw counts but yeah but you know also because it has a long flight
945040	951920	season you get the extremes are going to be out there but most of them fly mid-year
951920	958320	a label on the box awesome thank you so much that was okay we're making progress we're making progress
958320	958640	good
