start	end	text
695040	703760	But it could be also that this restio and Cyanotes powoli are all similar.
704220	714740	Males of Cyanotes powoli have some secondary sex characteristic on the wings that makes them easy to identify.
715060	716660	But the females of all the species.
717960	719800	But restio completely disappeared.
719800	736800	And I know it was true restio because the guy who did the Mona revision, monograph on Cyanotes, designated one of my Cold Canyon specimens as a paratype.
738800	743600	So, and I think they all feed on oaks.
743600	748180	All of those three species.
748340	751060	I mentioned Cyanotes, but there's a lot of Cyanotes.
751940	756300	So, do you think that this dropping off could just be misidentification?
757080	769300	I think it's possible that once I recognized powoli as a common species, and didn't dissect as many of them,
769300	774960	I started calling more of them Johnstoni, or powoli, unless they were males.
775560	781360	So, females is kind of a crapshoot as to whether I identified them correctly.
781520	783140	But male, powoli.
783140	790320	So, we should probably collapse powoli and johnstoni and call them either or?
790760	796120	Are there any of the other Cyanotes that we should include in that lumped category?
796120	803740	Well, I don't know whether your intention is to lump them for the purposes of analysis.
804060	807180	Yeah, so it would be like, if we can't...
807180	808580	But I kind of think that's a bad idea.
809240	812040	Because the phenology may be very different.
812140	816280	But in this case, since they all feed on oaks, that could be real.
816420	824440	But it could be that there's a phenomenon going on where one outcompetes the others on oaks during some years.
824440	824760	Okay.
825560	828500	See, and there's the danger if you lump them together.
828640	829420	Yeah, okay.
830680	834280	But that's an opinion, and, you know, ultimately the decisions are yours.
834960	840260	Okay, so do you think that any of these other Cyanotes could be, like, you...
840260	841100	Confused with it?
841280	841460	Yeah.
841680	844560	There are other species which I haven't listed, but have...
844560	846280	There's one called Petalumansus.
847340	849380	There's one Occidentalis.
849700	852040	There's some other ones that are very similar to it.
852180	852340	Okay.
852400	857820	If you want, you can look at the pictures on MPG and just say California.
857820	864640	And look to see which species are identical to one another and which ones are in our area.
864640	872340	And then, if you want, you can download the monograph and see which ones are oak feeders.
872900	878260	But it doesn't really matter because when you collect them on the sheet, if they look like other species,
878260	884220	their whole plant is irrelevant, if you might confuse them with one another.
888800	898380	But Restia looks more like Johnstidae than either of them look like Palolai.
898380	908960	But Jerry wrote in his book that Palolai is the most common species on oaks.
909940	914760	But I think that was based upon the sites that he collected.
917320	919380	Oh, Bellis is a...
920500	922720	Well, let's skip it for a minute because here's Palolai.
922720	928640	And you can see Palolai went from nothing to frequent.
929640	930240	And that could be...
930240	931420	You did that in Davis, too.
932420	932720	Yeah.
934880	940420	But I didn't get the similar species in Davis before I started getting Palolai.
940780	943000	And Palolai is there very common.
943620	947960	You know, there's that species I'm calling Galachia number two in Davis.
948240	950840	And I have lots and lots of records.
950840	955000	And now I'm beginning to lean towards that that's a Kayanodes.
956120	957380	But I could be wrong.
958760	970880	And, you know, what I need to do if it is Kayanodes is check to see whether it's one of these species that vanished
970880	975280	because I forgot how to recognize it.
975280	979820	So here's Palolai and going back to a Bellis.
979880	982520	I think a Bellis is a Ceanothus feeder.
984040	990680	It's a small one, drab, brown.
992560	994560	Very few distinguishing features.
994560	997520	So I dissected a number of them.
997760	1007220	And there's another species which only differs in small details of the genitalia.
1007320	1014700	But I could see them clear enough to know that the small ones here that I dissected were all this one species.
1014700	1020120	So here's Rustio.
1020360	1025040	I'm surprised that there's that many late records.
1025040	1029940	Okay, I'm going to stop us.
1029940	1059920	I'm going to stop us.
