start	end	text
640400	645760	And I thought that stasper were the darker looking moths.
645760	650880	But it's so variable that I don't know that you can tell them apart from one another.
651240	654200	And I don't know if Hopper's work.
654280	657640	It probably has genitalia or illustrated or something.
657760	659080	But I haven't seen it.
661340	661640	Okay.
661940	663740	Zespia infomatis.
663740	677140	There's one called finitimus, which was described by LaFontaine.
677620	679500	And then he also said there's hybrids.
680620	686780	And I sorted them out on the basis of what I thought they were.
686780	698120	But now that I've seen pictures on the internet, I'm not sure that the ones I identified as hybrids are different than...
698120	700220	I don't know that they are the hybrids.
700320	708440	And I don't know that what I've called finitimus or whatever the anagram of infomatis is are that species.
708440	720300	So those Zespia identifications are questionable.
720780	724540	And whether they really are different species or not remains to be seen.
727540	734680	LaFontaine, in his paper, said that the hybrids are sterile.
734680	739920	So the females were never mated there.
741700	747680	So that would suggest that they are good species.
747800	750340	But I don't know if there's any DNA work or not.
751560	753580	As I said, LaFontaine's a splitter.
754780	761080	Ipsilofa cervella looks like Ipsilofa, the other species of Ipsilofa.
762080	763400	This one feeds on oak.
763400	764400	They spin down.
764520	769680	They have caterpillars that wiggle frantically when disturbed.
770220	775480	And they make a very characteristic cocoon.
776220	777400	It's kind of like a...
778320	780080	It looks like a taco, sort of.
781440	783620	It's attenuated on each end.
783620	786000	Very, very common.
786280	797960	But because they spin down from the oaks, which they feed on, you often see the caterpillars on different plants, which they aren't really feeding on.
798040	799340	They just happen to land there.
799340	810900	So there could be erroneous host plant records for this species when it was really just a pre-pupil larvae spinning down.
810900	811900	So...
811900	812900	So...
812900	818060	Zelleria heimbackeye, I think, is one that feeds on conifers.
818060	826120	So the conifer at Cold Canyon is Sabiniana, Pinus Sabiniana.
826120	828120	Zelleria semitincta.
828120	829120	Zelleria semitincta.
829120	833120	Zelleria semitincta.
833120	834120	Zelleria semitincta.
834120	839120	This feeds on Ash phraxonus.
840260	845080	And there's two ash species at Cold Canyon.
845080	847680	And for a long time, we couldn't identify this.
847680	859120	But it turned out that it appears to be the same species that feeds on what they call, I think, chaparral olive or something like that.
859120	866080	which so it's in the Central Valley and then into Arizona and I think this
866080	871040	species was described from Arizona or somewhere but that seems to be all the
871040	879520	same species but for the longest time we thought this was a new species but and
879520	886920	the one enormous ash tree which I think was organ ash vanished I can't find it
886920	893700	anymore and I don't know whether it actually just whether I just can't find
893700	900600	it or whether disappeared on a fire or what but you know Wagner was interested
900600	904740	in ash because of emerald ash borer and he thinks that species are going to go
904740	911100	extinct because of that Xenophleps ligno colorilla is a fairly easy to
911100	919860	identify moth and I think we get it from late fall to through spring there
919860	924420	might even be other generations I haven't looked at that have to look at the
924420	930480	collection records but most records I think are from fall and then again in
930480	935340	spring and I think it's just one generation that over winners but I'm not
935340	946500	certain about that and it's ten o'clock do you finish that was the last thanks John
946500	948500	that's awesome
