start	end	text
738100	753700	Um, Hamiluca, or Aglantarita, E-G-L-A-N-T-E-R-I-N-A.
753700	754300	Oh, wow.
754540	755000	That one.
755340	755680	Oh.
756240	757360	It's a day flying moth.
757500	760480	Isn't that one up in the mountains still?
760940	761260	Yes.
761720	762560	It's widespread.
763820	767480	It has a cute little caterpillar, too, that tends to go along trails.
767480	770020	Yeah, you see it wandering off.
771640	780080	And it's difficult to rear because if it gets the least bit disturbed after it pupates, it doesn't seem to survive.
782160	786120	And then they get highly parasitized because they wander off to pupate.
786460	795140	The last instar seems to be a generalist, whereas the early instars feed, don't move off whatever the eggs were laid on.
796020	797560	I've never heard of that before.
798220	800440	I mean, that makes sense if you're going to disperse.
801320	801580	Yeah.
802540	808700	So I found it at San Bruno Mountain, which is the first place that I surveyed.
808700	812860	I have to leave in four minutes, so I think...
812860	813500	And then...
813500	814440	...
