start	end	text
541300	543360	And then I was like, that's a lot of old fears.
543880	548140	And then I was like, what if I did, like, harvestmen?
548920	552240	Flutella xylosella is the diamondback moth.
552240	553360	There's nothing known about them.
553500	554580	It's all doing a lot of this.
554580	557200	A cosmopolitan species on...
557200	558340	Tomato?
559220	559860	Pardon me?
559860	560720	Is it tomato?
561720	562480	Solanaceae?
563260	563380	What?
563540	567200	No, it feeds on the mustard family.
567500	567780	Oh.
569120	569860	Which is surprising.
570100	570920	I don't know.
571080	572200	I saw one.
574580	577740	Would you say you think it might be declining in Davis?
577740	581800	No, I don't think it is.
582560	583560	Obrus casei.
585380	590500	It seems to enjoy outbursts and then disappear and then come back.
590500	592500	And...
592500	606800	There are other native species that look very similar to it.
606800	609680	And I've only recorded one of them.
610760	612620	And I think from my yard.
616660	626860	You know, this is a notorious moth because it was the first one to be shown to have become resistant to BT.
626860	641740	So, Grace, we shouldn't be seeing that day positives go up over time, but that we have negative trend, or that we have a negative overall trend, right?
642800	644580	Is it brass acaciae?
644680	646000	Is that what mustard's like?
646000	646060	Mm-hmm.
646060	647260	It is a cotton.
647260	652420	Isn't it day positives that we wanted on the axis, so that...
652420	655420	Yeah, but it's not fractional day positives for this graph.
655580	655940	Got it.
656120	656420	Got it.
656540	659220	So, if collection effort is changing in tandem, it might...
659220	660160	I understand.
660160	660520	Okay.
661260	665520	One of the host plants is ericimum, wallflower, and fireweed, among the other.
667060	676200	And I got a wildflower seed mixture one year, and after I took out one plant in my eye, I just threw these down.
676200	688680	And it turned out the only one that has persisted is ericimum, and it reproduces, it replaces itself each year.
688860	698420	You know, it dies back, and so it's not a perennial, it's an annual, but it reproduces quite readily from the seed production.
698420	710820	But I have a varying amount of offspring each year, so some of this is due to the existence of ericimum in my yard.
711480	725020	And it may also be subject to whether people are growing winter vegetables, you know, cabbages and other things.
725020	737160	And, you know, some of the weedy mustards are disappearing now that some of the fields are being converted to housing.
741480	743440	But nobody knows where it originated.
743820	749800	It's cosmopolitan, so anywhere where people live, you can find Plutella xylis.
749800	754900	So, you know, Linnaeus described it, so it was already in Europe, and maybe originated in Europe.
755520	765780	But some people think that it originated in the New World, because there are a number of very similar species in the New World that are not in the Old World.
767780	768660	No skipper.
768660	772100	Pryognis.
772120	772320	Pryognis.
772320	773400	Pryognitis Robinii is a...
775060	776440	Pryognis.
779820	780720	All the ground.
782080	782940	First of seed.
786440	787400	The family?
788260	789100	The family.
790980	791760	Caussidae.
791940	792480	Caussidae.
792740	793200	Yeah.
793200	797760	Casas are some kind known as goat moth and I always wondered why they were
797760	806760	called goat moth and I had a book on South African moths and the larvae are
806760	814960	kind of a pet they go into tree wounds and some of them are capable of boring
814960	827560	into healthy trees and the ex scrimma that comes out of the boreholes this it
827560	834880	was was according to one derivation of the name smells like goats has a goaty
834880	840100	odor but I don't know if that's why they're called and this is a very
840100	846700	widespread species the male is small and has smaller much smaller than the
846700	856660	female and has a horn orange hind wing whereas the female is all gray it's rare
856660	863100	to absent along coastal California for some reason and it just shows up
863100	868900	sporadically in my yard Greg had it fairly common in his yard
868900	879220	a dying cherry tree and I think that if you have wounded trees in your yard they
879220	890900	are attracted to the tree wounds so I don't know I think the numbers are too low
890900	899380	really to identify a trend but possibly
899380	909140	Procorodes Truxaliata is a geometrid that feeds on baccarus coyote bush and there was
909140	914300	when I first came here there's a guy from Australia who is investigating this for
914300	921980	a possible biocontrol of coyote bush in Australia where it is a major pest coyote
921980	932780	bush not the mall and I don't have coyote I don't have baccarus in my yard but there is some in the
932780	945100	linear park to the east of the green zone I guess they call it just one block to the east of my house you
945100	952300	know plus Davis pond is one block to the west so there's a lot of coyote bush around both
952300	961020	one both planted ones and non-planted ones so it's around and it shows up fairly regularly
963980	971660	Proxenus Mindara was identified originally by Ron Robertson who was very good on it but he
971660	982460	said I'd guess when he identified it so I at some time decided it could be one or the other and
982460	991500	possibly both and apparently there's a character in the the genitalia of one species but not the other
991500	999420	is available online so you know when the other ones is available I'll probably dissect them but I set a
999420	1007260	number aside but whether we have one species or two I don't know but every once in a while they seem to
1008140	1019660	show up in big numbers and then back down for a while this p-r-o-x it starts at Proxenus
1019660	1031180	this along with beet army worm and that carriage line in Montana which I've mentioned they're right
1031180	1038460	next to one another in the checklist and all of them seem to have population like wax and wane from
1038460	1045740	time to time spodoptera seemed yeah spodoptera was still the most common to a metro to buy yard this year
1045740	1052060	but it was down in numbers do you think that um it's native i think so
1055580	1056700	but again that's
1060220	1063260	pirellis farinalis is a
1065340	1069580	stored it's the grain moth a grain moth or something like it
1069580	1075420	farina you know farina is what some kind of boiled wheat
