start	end	text
654480	662560	were kind of combined. And Physiotodes is now three species recognized in the US.
663360	668800	And I've been calling all the Western ones musadella. But whether they all are or not,
668800	676400	I don't know. I don't know what was used to differentiate musadella from alatella.
677440	683600	But alatella was considered to be a European species, I think. But it's
684960	691200	they're calling the Eastern component of what we used to call alatella or alatella,
691200	698000	subspecies of musadella. They're calling them alatella. So, I'm not quite certain whether
699680	705520	it's a native species or not. And I don't know how to tell it. But what I've called musadella,
705520	712240	I probably all correct, except at Cold Canyon, where I may not have
712240	725040	correctly differentiated it from baphyla aramiata. And I have one specimen of baphyla aramiata from
725040	735520	my backyard confirmed by dissection. And baphyla aramiata feeds on scale insects. That's a larva.
735520	738000	Whoa. What's the name of this thing?
738000	751680	What's the name of this thing? Baphyla, B-A-P-H-A-L-A. Species E-R-E-M-I-A-T-A.
751680	757360	Baphyla, B-A-L-A-A. And it's similar then to Faisatodes.
758160	764320	Yeah. It looks like you have it declining in Davis and in Cold Canyon.
764320	776240	It could be. I think Musadella has a wide range of known viral hosts, but I can't.
776800	785280	This is speculation on my part. Faisatodes in general are difficult to identify.
785280	797040	One of the new species this year is identical, almost identical to a species that I never collected,
797040	806720	but Bill Patterson reported at Quail Ridge. And when I dissected it, it was clearly
807520	813200	not the species that Bill Patterson reported. And, you know, I told Bill, you know,
813200	818880	these might be misidentified. I said, you know, he donated his, so I'll look at them when I have
818880	824160	a chance and let you know what they are. And he says, well, they look both the same to me.
824880	830880	Bill is really good at telling things, just that external of those. But externally,
830880	835360	the palpia are a bit longer, and there may be a size different, but when you look at picture
835360	841360	photographs, you know, the photographs don't tell you how large they are or what the size range is.
841360	843040	Do you think this is a native species?
846640	853200	Hard to know. A lot of these, you know, these pantry moths and Faisatines in general,
853200	864320	a lot of them are generalists. And so there's the potential that they could have been in any number of
864320	871840	accidentally imported. Can you, I think we're going to have to go through and label these as
871840	878560	native, non-native, or we don't know, just really quickly. So if you could tell me whether you think
878560	882000	they're native or non-native as we go through. I could tell you what I think, but it might be that
882000	887280	it's online whether they're native or not. Oh, okay. We can double check. But I care what you think, too.
887280	892720	Because I think Wikipedia, you know, Wikipedia sometimes says. But with these micro moths,
893440	895600	it's pretty much your opinion. Yeah. Like, that's what we got.
896480	901520	Well, I'll tell you when I have some knowledge of it. You know, like that Inafila beef lab,
901520	907840	a jury wrote a paper on it, you know. Even when you have a speculation, tell us. Yeah. Okay.
909360	914000	Well, I can tell you if I think there's a high probability, too. Yeah, yeah, yeah. We won't
914000	919120	misrepresent or say you said it was native when you don't know. Pigretti and Mert Valdella
919120	926560	disappeared completely for a while. Is that the next one? Um, my phone is about to die. Oh, I got it.
