start	end	text
518620	527240	And I have stumbled across, um, honeybee hives or honeybee nests at Cull Canyon from time
527240	527680	to time.
527860	533620	So there are some, uh, wild honeybee populations.
533620	544880	So they're not just coming out of, uh, apiary, uh, you know, agricultural honeybee colonies.
548080	555120	Givira Marga is a, what's the family now?
555120	563080	Look it up, and you can get the family.
564280	564960	Cossidae.
565160	565920	Yeah, cossids.
567820	571780	Cossids are borers for the most part.
572220	579300	And, um, sometimes get into infections, but often are primary borers.
579300	587040	And I don't know too much about Givira Marga, but, you know, the prionnix is a big cossid.
587140	588260	This is a small one.
589860	597300	And the abdomen is disproportionately long when compared to the wingspan.
598140	599580	So it's fairly easy.
599640	601300	And then the antennae are very short.
601440	605120	So it's a strange-looking moth and easy to recognize.
605120	614440	And whether the specific name is correct or not is up for debate.
614580	616060	It hasn't been resolved yet.
617020	626220	But, um, this is what we, Greg and I, primarily have decided to call the local Givira.
626220	645800	Hemeraplanis Historialis, um, it's a, now in the, um, what was split off from Noctuids?
646380	646820	Aribid?
647120	647560	Pardon me?
647780	648260	Aribid?
648560	648820	Yeah.
650820	655140	I haven't talked moth in three weeks, and I'm losing it.
656220	662040	Um, and, uh, it looks very much like a geometric and easily confusing.
662560	666520	When I first collected these, you know, I showed them to Powell and showed them to other people.
666620	667980	They couldn't come up with the name.
668060	671540	And then finally when it came up, and then I couldn't remember the name.
671540	686040	Um, but all of them are recorded, and, um, it used to be that I couldn't, we were calling them species Finitima, F-I-N-I-T-I-M-A, in the beginning.
686040	689780	Um, so in the early spreadsheets, you may see that name.
691120	697400	Um, but I couldn't tell it apart from this species, and then eventually they were all lumped under this name, so.
699060	701420	It took care of that identity crisis.
701420	707720	This is Henricus Ambrosana, we talked about in Davis.
708020	712020	It's, uh, tortures from Oaks.
714020	725560	In a, uh, subfamily, Coccolini, that's, uh, currently being revised, but one of the authors, uh, passed away.
725560	728200	So, the revision may be less.
728660	742980	By the way, that person who wrote the San Joaquin Valley Moth, uh, was the single fatality in a auto accident, not, in October or November.
743240	745280	So, he's no longer with us.
745580	747020	Oh, the thing that you reviewed?
747420	747680	Yeah.
747800	748500	Oh, no.
748500	758040	He had been under care for some health conditions, so whether that contributed to the auto accident.
758040	758620	Oh, that's awful.
759360	762240	But, you know, it was kind of shocking.
762480	769420	And, you know, I'm at the age where driving is scary, so when I hear things like that, it's, just rattles me.
769900	770820	Plus, I liked him.
770880	773160	He was a good friend.
773400	773960	I'm sorry.
774200	774640	That sucks.
775780	777380	Hesperumia sulforaria.
777380	787240	Um, this is a geometric yellow, but, um, varying amounts of black on the forewing.
787720	796440	I've got it once in Davis, and I think it feeds on, um, adenostoma, but I'm not certain about that.
797540	803680	And there is a second species, which can be confused with this.
803680	809280	And for the longest time, I had no records of it, and then I got two of this similar species.
810120	813540	And I can't remember the name of it off the top of my head.
813540	830580	But the similar species generally has, uh, considerably, well, a wide, somewhat wide, I should say, uh, black margin to the wings.
830580	844500	And, uh, I thought that it wasn't, that other species was not here, but Mariah reported it from McLaughlin.
844500	852740	And then when I looked at her specimens, I said, oh, and then not too long after that, I got a couple of specimens at Cold Canyon.
852740	864560	But it's conceivable that some of the earlier records were misidentified, because previously I had called them all the other species, and then had a change of heart.
864560	883400	So, um, there's another character, too, the dot, they call it the, there's a, um, spot in the disco cell of the four wings, and that, um, differs between the two species, but not 100% reliable.
883400	889180	Homeosoma, homeosoma, electellus, and Davis, we talked about it.
889240	892180	This is sometimes called the sunflower moth, or something.
892480	897280	So, I think it feeds on seeds of a number of, uh, composites.
898740	907040	And likely native, the ones in California look different than the ones in other parts of its, uh, its range.
907040	913220	Uh, and as I mentioned before, the ones that are gray,
913400	934860	rather than this kind of shiny, uh, tan color may be misidentified oslorellum, or, um, yet another species of, so there's some, but that's, it, nonetheless, it by far is the most common homeosoma in, uh, our area.
938120	941120	Home orthodes communis, um,
941120	943740	Um, I don't know much about it.
943740	950240	Um, I think they're all identified correctly.
951360	954800	Home ortho, these are noctuas, home orthodes hanami.
955160	963120	The ones out here have a subspecies name, and they don't look like hanami from other parts of the range, but, um,
963120	969960	they're easy, you know, once you recognize them, they're fairly easy to identify.
969960	970300	All right.
970500	970980	Thank you.
970980	972580	Uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh.
986580	996180	Mr.
