start	end	text
1007780	1009780	i don't think i've ever seen it at
1009780	1010780	um
1010780	1011780	cold canyon
1011780	1013480	i don't think i have one record for it
1013480	1013880	no you don't
1013880	1014280	so
1014280	1015480	it's a pest species
1015480	1017280	it's an introduced pest species
1017280	1018480	and it seems to be
1019480	1022080	closely associated with orchard crops
1027780	1032280	diastictus fracturalis feeds on grasses
1032780	1033680	presumably
1034280	1034780	and
1034980	1038480	so here's a case where there's one that seems to be increasing
1038480	1039780	in
1039780	1042080	abundance
1042080	1044780	whereas those two agriphalus species
1044780	1047280	which are also sod moths are
1047280	1048780	in decline so
1048780	1052280	it could be that one is replacing the other
1052280	1057280	you know because the introduced lawn moth which we don't see at cold canyon
1057280	1058380	has
1058380	1060980	pretty much displaced the native
1060980	1061380	uh
1061380	1064880	lawn moth or sod moth
1064880	1067780	do we want to
1067780	1071280	finish up with the diagrammas before you guys take a break
1071280	1071880	diagram
1071880	1074580	diagramia california area is
1074580	1075580	uh
1075580	1078680	feeds on conifer maybe more than one species
1078680	1081680	this is one even though there was a recent
1081680	1083480	monograph on
1083480	1084780	this
1084780	1087280	group of geometric moths
1087280	1088380	um
1088380	1090980	this was one section
1090980	1093780	that wasn't satisfactorily
1093780	1094980	resolved
1094980	1096280	it's somewhat variable
1096280	1097780	and i've been calling
1097780	1099980	uh oh
1099980	1100980	i just
1100980	1102380	i'm talking about the wrong one
1102380	1104180	california area i think is
1104180	1104480	on the
1104480	1105680	and
1105680	1106180	um
1106180	1109680	i'd have to look up what the food plant is
1109680	1111480	this is not the conifer one that's
1111480	1112580	multiple species
1112580	1115380	but it could be that at cold canyon
1115380	1117480	the small ones have been recorded
1117480	1117880	as
1117880	1119180	delictata
1119180	1120680	is that one in there
1120680	1122380	okay
1122380	1125280	i think i started recording it later
1125280	1125780	um
1125780	1128080	and
1128080	1129780	i did some dissections
1129780	1131980	i did some dissections of these
1131980	1133580	to determine that we have it
1133580	1134980	and
1134980	1138280	i only had a few records of this
1138280	1139080	and
1139080	1140780	muscariata
1140780	1142880	in the early years and both of them
1142880	1143680	have
1143680	1145980	increased in numbers
1145980	1148680	you think that's real
1148680	1149180	yeah
1149180	1149680	in the habitat
1149680	1150080	okay
1150080	1153680	i mean not only has the occurrences
1153680	1155880	increased but the numbers have increased
1155880	1157780	yeah it's interesting like
1157780	1158780	for
1158780	1159980	muscataria
1159980	1161580	muscariata
1161580	1161880	yeah
1161880	1162680	yeah muscariata
1162680	1164880	it looks like it went up a lot
1164880	1165480	like
1165480	1166280	maybe
1166280	1167380	2015
1167380	1168080	yeah
1168080	1168580	2016
1168580	1169080	and then
1169080	1170980	it's a really nice curve here
1170980	1172080	one of them
1172080	1173780	is known to feed on
1173780	1174580	lotus
1174580	1176180	and the other one
1176180	1178880	i can't remember now
1178880	1186880	i'm surprised that i can remember any of this to tell you the truth
1186880	1187680	yeah
1187680	1188180	it's incredible
1188180	1189880	you have a lot in your brain
1189880	1190380	yeah
1190380	1195480	diagramia
1195480	1196580	aerorata
1196580	1199580	looks very similar to
1199580	1202280	diagramia
1202280	1203780	neptaria
1203780	1205780	and
1205780	1207780	i think i
1207780	1209480	i did some dissections
1209480	1211360	and i think that i am
1211360	1213520	correctly identifying them all
1213520	1213840	but
1213840	1215920	mistakes could have been made
1215920	1218080	and neither one of them
1218080	1220360	aerorata seems to be the
1220360	1222060	more common one in my yard
1222060	1224760	and i don't know what the situation is
1224760	1227260	with neptaria
1227260	1229460	i'm not sure that they're calling it neptaria
1229460	1230760	that's still anymore
1230760	1232020	maybe plamolata
1232020	1238460	plamolata feeds on willow
1238460	1241500	so plamolata and
1241500	1244760	neptaria are both in your data set
1244760	1246460	do you think that they are distinct
1246460	1247100	no
1247100	1249680	plamolata i used to call something else
1249680	1251080	but i can't remember the name
1251080	1255680	but we have the other one here
1255680	1255920	and
1255920	1256480	what's
1256480	1257680	what's the other one neptaria
1257680	1259380	i get neptaria in my yard
1259380	1260540	but not as often as
1260540	1261320	aerorata
1261320	1262780	and it's
1262780	1264980	i guess it didn't make this
1264980	1269340	aerorata is in
1269340	1270080	yeah
1270080	1270880	it didn't
1270880	1272180	it didn't make the charts
1272180	1272480	oh
1272480	1274520	yeah it didn't make the charts
1274520	1275320	so i don't have
1275320	1277000	so do you think that
1277000	1280600	aerorata and neptaria
1280600	1281980	and plamolata
1281980	1284180	do you think that we should lump them
1284180	1286060	you think they're distinct
1286060	1288460	plamolata is very distinct from the other two
1288460	1290340	but aerorata and neptaria
1290340	1291860	are somewhat similar
1291860	1293900	and i've been
1293900	1295900	i did some dissections
1295900	1296720	and then i
1296720	1298780	after dissecting a number
1298780	1299620	where there were
1299620	1301660	seemed to be differences
1301660	1303140	which worked
1303140	1304400	i started
1304400	1305240	sorting them
1305240	1306020	on the basis
1306020	1307120	okay
1307120	1307900	of similarity
1307900	1309680	to dissected specimens
1309680	1311520	but when i look at
1311520	1313720	illustrations online
1313720	1315580	um
1315580	1318080	they don't necessarily agree
1318080	1318480	with
1318480	1320340	the way i'm sorting them
1320340	1321620	but the ones online
1321620	1322820	haven't been dissected
1322820	1323100	so
1323100	1324120	they could be
1324120	1324920	misidentified
1324920	1325520	well i'm
1325520	1326480	i'm trusting you
1326480	1326780	john
1326780	1328460	i think we should lump those
1328460	1330220	there were a lot of errors
1330220	1331120	uh you know
1331120	1332100	or in the early days
1332100	1333540	of moth photographers group
1333540	1334060	and they've been
1334060	1335260	getting straightened out
1335260	1336260	but now we have
1336260	1337200	i naturalists
1337200	1338020	with all of these
1338020	1338600	amateur
1338600	1340320	lepidopterists
1340320	1341320	posting pictures
1341320	1341880	of things
1341880	1342900	and it's
1342900	1344220	you know
1344220	1345640	it's good that we get
1345640	1346220	the records
1346220	1347020	but it's bad
1347020	1347720	that we get
1347720	1349880	unsubstantiated one
1349880	1351020	and
1351020	1352140	you can go in there
1352140	1352900	and identify them
1352900	1354080	and make them research grade
1354080	1355360	do you do that ever
1355360	1356960	well
1356960	1357740	um
1357740	1358720	some people have
1358720	1359960	but i don't post things
1359960	1360880	on i naturalist
1360880	1361400	oh god
1361400	1362060	that's a shame
1362060	1363140	grace
1363140	1364220	before i forget
1364220	1365100	grace
1365100	1366140	i do think that
1366140	1366500	um
1366500	1367440	we're gonna have to go back
1367440	1368760	to the original data set
1368760	1369960	and recapture
1369960	1371220	um
1371220	1373920	like for instance
1373920	1375420	iraida didn't make it
1375420	1376600	into that data set
1376600	1377980	but
1377980	1379500	because it doesn't have
1379500	1380700	no iraida did
1380700	1382020	neptaria didn't make it
1382020	1382600	in davis
1382600	1383860	oh okay
1383860	1384100	right
1384100	1384820	i thought it would have
1384820	1385620	had enough records
1385620	1387200	but i guess i didn't
1387200	1388080	so we'll have to go back
1388080	1388920	and rescue those
1388920	1389960	if we're gonna lump them
1389960	1390880	do you see what i'm saying
1390880	1392400	okay so we're
1392400	1393500	we're lumping
1393500	1394760	iraida and
1394760	1395560	neptaria
1395560	1396200	together
1396200	1397320	i think so
1397320	1397820	okay
1397820	1399280	i don't know that it would
1399280	1400680	change things very much
1400680	1401000	but
1401000	1402400	and
1402400	1404780	it probably won't
1404780	1406180	do you see what i'm saying
1406180	1407480	about the original data set
1407480	1408420	mm-hmm
1408420	1409020	okay
1409020	1411020	well we'll decide what to do
1411020	1411620	with all of these
1411620	1412300	we'll just like
1412300	1413100	uh
1413100	1414020	come up with strategies
1414020	1415180	and run them by john
1415180	1416000	um
1416000	1420640	okay i have to run
1420640	1421840	this is so
1421840	1422420	well you know
1422420	1423760	one time run through
1423760	1424760	may not be enough
1424760	1426560	the data
