start	end	text
417260	421260	considered a sub-family of uh
422860	429020	Aribidae, the one that split off from Noctuus on the basis
429020	438780	of wing venation but you know Wagner who rears larvae thinks that a lot of these decisions
439580	445420	if you look at the larvae are supported by larval morphology so tiger moths you know are the woolly
445420	452780	bears and things like that so lots of secondary seeding. Generalists, tiger moths
452780	461660	um many tiger moths seem to fly late at night so if I'm not staying up late at night I may miss them
462940	470940	and um when I was at Briggs Hall you know sometimes in the morning the stairwells there act like a big
470940	478220	flight trap and often you'd see salt marsh caterpillar or another tiger moth in big numbers
478220	486620	um in the stairwell in the morning when you go to work but um you know I I seldom get them in my yard
486620	499660	um tiger moths are subject to heavy parasitization my eye drops make my nose run and uh as well as the cold and
499660	509660	you often see collapses in population so I think Rick Carman one time collected
510300	515900	this big tiger moth that's out at Point Reyes and Bodega Marine Lab brought him back to the
515900	522140	lab to rear and almost all of them were parasitized and I think I did the same thing when I was a kid
522140	536140	uh from ones I got at Point Reyes Apro, Rima, Nigrella and Species One Jerry in the past told me that these were
538220	544220	forms of the same species but I think that's erroneous because I only get the black ones in Davis
544220	555980	Nigrella has black with two one or two bands across the forewing or stripes I should say they're narrow stripes
557580	567020	and they're white or cream colored feeds on um what used to be lotus scoperius but it's been moved out of
567020	579740	lotus I think you know which is the bushy lotus or what used to be lotus deer weed aporama nigrella
581900	583420	and possibly the other one
583420	597420	all right good no um I need water I'll be right back
604620	611420	they're coming
613420	627740	I can't find your hospital is a davis moth as well
628860	638460	fruit tree leaf roller I believe and as I mentioned likely native um almost certainly native I would
638460	639900	even though it's a pest species
642860	646860	and it seems to be most common where there are so what's interesting at
649420	658940	cold canyon is that immediately after fire you don't see it as commonly as
661820	666540	normal years and that could be this depression here on your chart
669260	672860	and another torturous which feeds on low-growing plants
673420	679580	goes from being uncommon to being very common and then they gradually shift in
680540	683420	so I'll talk about that when we get but I talked about our
683420	688220	Kipsaga ross flow before and even though it's somewhat polyphagous
688220	693660	it is most abundant in the vicinity of oaks
697740	707340	Aristotelia argantiferous feeds on coyote bush and specific to it easy to identify unlike most of the
707340	714220	Aristotelia so these are good records and coyote bush gets increasingly
714940	718620	abundant you know it's not an early successor to fire but it
718620	723820	seems to succeed fire much earlier than a lot of other plants do
723820	734540	and all these Aristotelia two for two is probably at least two species the Aristotelian numbers at
736700	739180	Cold Canyon are the same numbers I use for
739820	744860	Davis so two and Davis is the same as two in cold canyon and so forth
746460	748460	two is almost certainly two species
751260	755020	the rest of them not so sure and as I mentioned one of them
755980	760140	is probably not an Aristotelia and that was one of the ones at Davis
760140	765260	when you can take a break so that we can start a new recording so the file doesn't get too big
765260	767900	I'm okay
