start	end	text
990260	994160	Yeah, it's possible that, because I re-ran the models.
994360	995580	Right, okay, that's what I was wondering.
995580	1002100	And my threshold was, like, 75%, so it's possible that this one was, like, 75% decline,
1002280	1005040	and this one was, like, 74% decline or something.
1005200	1005480	Got it.
1005480	1007120	So it switched into a new category.
1007700	1008000	Perfect.
1008240	1009220	I just wanted to make sure.
1010440	1010820	All right.
1011280	1015000	Luna calcarea is one that I record less often than the others.
1015000	1021660	Can we have a quick break here, John, so we can restart the recording?
